#lag #prediction_rmse #adv_notice #earliness #lateness #adv_notice_error #early_alarms #late_alarms 
# Naive:
12	3.554663	?	?	?	?	?	?
13	3.800270	?	?	?	?	?	?
14	4.038693	?	?	?	?	?	?
15	4.270499	?	?	?	?	?	?
16	4.496376	?	?	?	?	?	?
17	4.710106	?	?	?	?	?	?
18	4.914883	?	?	?	?	?	?
19	5.108955	?	?	?	?	?	?
20	5.293592	?	?	?	?	?	?


# SPIRIT + RollingPerceptron:
1	0.301517	?	?	?	?	?	?
2	0.456726	120.000000	0.000000	42.000000	42.000000	0	78
3	0.635645	180.000000	7.000000	102.000000	85.974626	32	78
4	0.845333	240.000000	141.000000	50.000000	60.768526	14	190
5	1.061381	300.000000	103.303255	106.967377	105.800845	96	202
6	1.297253	360.000000	116.905469	0.000000	116.905469	503	0
7	1.551354	420.000000	217.314109	0.000000	217.314109	699	0
8	1.812545	480.000000	244.456744	0.000000	244.456744	784	0
9	2.063873	540.000000	257.145410	0.000000	257.145410	849	0
10	2.317924	600.000000	254.259320	0.000000	254.259320	887	0
11	2.573228	660.000000	245.831816	0.000000	245.831816	934	0
12	2.824785	720.000000	197.086181	0.000000	197.086181	936	0
13	3.066234	780.000000	180.714771	0.000000	180.714771	974	0
14	3.277723	840.000000	128.654815	0.000000	128.654815	975	0
15	3.481230	900.000000	73.325913	0.000000	73.325913	989	0
16	3.681128	960.000000	40.446818	0.000000	40.446818	1001	0
17	3.881195	1020.000000	0.000000	19.000000	18.831441	18	1001
18	4.094236	1080.000000	0.000000	60.000000	60.000000	0	1020
19	4.317377	1140.000000	0.000000	117.000000	117.000000	0	1023
20	4.547849	1200.000000	0.000000	175.000000	175.000000	0	1025


# SPIRIT + LinearPerceptron:
1	0.410187	?	?	?	?	?	?
2	0.713283	?	?	?	?	?	?
3	1.016234	?	?	?	?	?	?
4	1.318698	?	?	?	?	?	?
5	1.616296	?	?	?	?	?	?
6	1.914456	?	?	?	?	?	?
7	2.202930	?	?	?	?	?	?
8	2.486467	?	?	?	?	?	?
9	2.763448	?	?	?	?	?	?
10	3.033393	?	?	?	?	?	?
11	3.298231	?	?	?	?	?	?
12	3.553064	?	?	?	?	?	?
13	3.798794	?	?	?	?	?	?
14	4.037335	?	?	?	?	?	?
15	4.269350	?	?	?	?	?	?
16	4.495508	?	?	?	?	?	?
17	4.709554	?	?	?	?	?	?
18	4.914739	?	?	?	?	?	?
19	5.109212	?	?	?	?	?	?
20	5.294325	?	?	?	?	?	?


# SPIRIT + AdaptableHolt:
1	0.329891	?	?	?	?	?	?
2	0.552860	120.000000	0.000000	58.674810	58.674810	0	75
3	0.868955	180.000000	2.828427	95.659173	87.567580	18	93
4	0.954854	240.000000	0.000000	100.312218	100.312218	0	170
5	1.302034	300.000000	54.157179	110.000000	89.421298	154	190
6	1.358560	360.000000	28.000000	152.433592	144.594759	28	242
7	1.649083	420.000000	0.000000	124.973032	124.973032	0	340
8	1.811234	480.000000	1.000000	0.000000	1.000000	481	0
9	2.007111	540.000000	0.000000	152.000000	152.000000	0	388
10	2.309468	600.000000	0.000000	119.000000	119.000000	0	481
11	2.750331	660.000000	0.000000	119.823676	119.823676	0	544
12	3.155549	720.000000	0.000000	239.000000	239.000000	0	481
13	3.000685	780.000000	0.000000	180.000000	180.000000	0	600
14	3.230470	840.000000	0.000000	240.000000	240.000000	0	600
15	3.497688	900.000000	0.000000	300.000000	300.000000	0	600
16	3.727484	960.000000	0.000000	319.993789	319.993789	0	642
17	3.936644	1020.000000	0.000000	198.000000	198.000000	0	822
18	4.464239	1080.000000	0.000000	480.000000	480.000000	0	600
19	4.504870	1140.000000	0.000000	477.000000	477.000000	0	663
20	4.892756	1200.000000	0.000000	376.000000	376.000000	0	824


# SPIRIT + AdaptableAR:
1	0.373037	?	?	?	?	?	?
2	0.618792	?	?	?	?	?	?
3	0.868327	?	?	?	?	?	?
4	1.118957	?	?	?	?	?	?
5	1.376799	?	?	?	?	?	?
6	1.646293	?	?	?	?	?	?
7	1.912684	?	?	?	?	?	?
8	2.173546	?	?	?	?	?	?
9	2.424030	?	?	?	?	?	?
10	2.676802	?	?	?	?	?	?
11	2.928096	?	?	?	?	?	?
12	3.162761	?	?	?	?	?	?
13	3.384254	?	?	?	?	?	?
14	3.598307	?	?	?	?	?	?
15	3.804095	?	?	?	?	?	?
16	4.003621	?	?	?	?	?	?
17	4.215544	?	?	?	?	?	?
18	4.432990	?	?	?	?	?	?
19	4.651819	?	?	?	?	?	?
20	4.865458	?	?	?	?	?	?
